,Date,Time,sensor,anomaly
84,2021-1-29,00:01:24,50.069282962983934,0
85,2021-1-29,00:01:25,50.05896236836716,0
86,2021-1-29,00:01:26,50.03342101192088,0
87,2021-1-29,00:01:27,50.05346141032779,0
88,2021-1-29,00:01:28,50.009879279521314,0
89,2021-1-29,00:01:29,50.04096410468127,0
90,2021-1-29,00:01:30,50.00847278094332,0
91,2021-1-29,00:01:31,50.02200378505163,0
92,2021-1-29,00:01:32,50.040515216949665,0
93,2021-1-29,00:01:33,50.03506001830953,0
94,2021-1-29,00:01:34,50.00009096355058,0
95,2021-1-29,00:01:35,50.01751669011986,0
96,2021-1-29,00:01:36,50.0209257694136,0
97,2021-1-29,00:01:37,49.987911407864274,0
98,2021-1-29,00:01:38,49.98610687736114,0
99,2021-1-29,00:01:39,50.00340459177564,0
100,2021-1-29,00:01:40,50.011382192497145,0
101,2021-1-29,00:01:41,49.993054713914304,0
102,2021-1-29,00:01:42,49.98406473251909,0
103,2021-1-29,00:01:43,49.9670110269156,0
104,2021-1-29,00:01:44,49.98406338808289,0
105,2021-1-29,00:01:45,49.966186818124214,0
106,2021-1-29,00:01:46,49.99289347977202,0
107,2021-1-29,00:01:47,49.94887095310955,0
108,2021-1-29,00:01:48,49.96663714768015,0
109,2021-1-29,00:01:49,49.964622532273154,0
110,2021-1-29,00:01:50,49.949456198452,0
111,2021-1-29,00:01:51,49.9527836580974,0
112,2021-1-29,00:01:52,49.9554690384785,0
113,2021-1-29,00:01:53,49.96444251742983,0
114,2021-1-29,00:01:54,49.97252195779596,0
115,2021-1-29,00:01:55,49.96430830216058,0
116,2021-1-29,00:01:56,49.95265040710558,0
117,2021-1-29,00:01:57,49.938897604138354,0
118,2021-1-29,00:01:58,49.931022756294524,0
119,2021-1-29,00:01:59,49.95660691754811,0
120,2021-1-29,00:02:00,49.932636858620626,0
121,2021-1-29,00:02:01,49.9612929508985,0
122,2021-1-29,00:02:02,49.92741883568678,0
123,2021-1-29,00:02:03,49.91251878742912,0
124,2021-1-29,00:02:04,49.93822685269629,0
125,2021-1-29,00:02:05,49.945589317114646,0
126,2021-1-29,00:02:06,49.93005166019806,0
127,2021-1-29,00:02:07,49.90916961243383,0
128,2021-1-29,00:02:08,49.94502885086762,0
129,2021-1-29,00:02:09,49.9224375983556,0
130,2021-1-29,00:02:10,49.94204016054759,0
131,2021-1-29,00:02:11,49.90965613879699,0
132,2021-1-29,00:02:12,49.9057770960711,0
133,2021-1-29,00:02:13,49.93185035282523,0
134,2021-1-29,00:02:14,49.94460104334563,0
135,2021-1-29,00:02:15,49.91361698536751,0
136,2021-1-29,00:02:16,49.93837755729676,0
137,2021-1-29,00:02:17,49.9501785128151,0
138,2021-1-29,00:02:18,49.93749727357371,0
139,2021-1-29,00:02:19,49.94641749729888,0
140,2021-1-29,00:02:20,49.934533768124474,0
141,2021-1-29,00:02:21,49.931761158460546,0
142,2021-1-29,00:02:22,49.92145889198927,0
143,2021-1-29,00:02:23,49.94168814343453,0
144,2021-1-29,00:02:24,49.921152242045885,0
145,2021-1-29,00:02:25,49.924650992142475,0
146,2021-1-29,00:02:26,49.95039837978155,0
147,2021-1-29,00:02:27,49.94730790920927,0
148,2021-1-29,00:02:28,49.924062646604476,0
149,2021-1-29,00:02:29,49.91359111600664,0
150,2021-1-29,00:02:30,49.928783376819545,0
151,2021-1-29,00:02:31,49.92009228632915,0
152,2021-1-29,00:02:32,49.921090430278376,0
153,2021-1-29,00:02:33,49.91939347203862,0
154,2021-1-29,00:02:34,49.94704057761143,0
155,2021-1-29,00:02:35,49.95332172933424,0
156,2021-1-29,00:02:36,49.92671139976954,0
157,2021-1-29,00:02:37,49.96985596284441,0
158,2021-1-29,00:02:38,49.95415979646159,0
159,2021-1-29,00:02:39,49.963910384935,0
160,2021-1-29,00:02:40,49.95840343318396,0
161,2021-1-29,00:02:41,49.95558154247888,0
162,2021-1-29,00:02:42,49.95758840197176,0
163,2021-1-29,00:02:43,49.96367242310006,0
164,2021-1-29,00:02:44,49.955017455576936,0
165,2021-1-29,00:02:45,49.99261993488819,0
166,2021-1-29,00:02:46,49.998023252737156,0
167,2021-1-29,00:02:47,49.987891174545084,0
168,2021-1-29,00:02:48,49.99941378264811,0
169,2021-1-29,00:02:49,50.00461195129625,0
170,2021-1-29,00:02:50,50.000757674949476,0
171,2021-1-29,00:02:51,49.99893794951409,0
172,2021-1-29,00:02:52,50.00379619936176,0
173,2021-1-29,00:02:53,50.0029044568803,0
174,2021-1-29,00:02:54,50.00313964486912,0
175,2021-1-29,00:02:55,49.990386322123676,0
176,2021-1-29,00:02:56,49.99389642674934,0
177,2021-1-29,00:02:57,50.004469514342276,0
178,2021-1-29,00:02:58,49.9944241024464,0
179,2021-1-29,00:02:59,50.01322169890538,0
180,2021-1-29,00:03:00,50.02935814064087,0
181,2021-1-29,00:03:01,50.02060115567288,0
182,2021-1-29,00:03:02,50.0497344977253,0
183,2021-1-29,00:03:03,50.060016135306306,0
184,2021-1-29,00:03:04,50.05781814150885,0
185,2021-1-29,00:03:05,50.05593726521385,0
186,2021-1-29,00:03:06,50.025088947328484,0
187,2021-1-29,00:03:07,50.032026384854355,0
188,2021-1-29,00:03:08,50.04480904295628,0
189,2021-1-29,00:03:09,50.050239689794246,0
190,2021-1-29,00:03:10,50.04125361231011,0
191,2021-1-29,00:03:11,50.063526238296944,0
192,2021-1-29,00:03:12,50.06455060196355,0
193,2021-1-29,00:03:13,50.0498382770744,0
194,2021-1-29,00:03:14,50.08303610340754,0
195,2021-1-29,00:03:15,50.0570905520057,0
196,2021-1-29,00:03:16,50.06637281727897,0
197,2021-1-29,00:03:17,50.06768645488361,0
198,2021-1-29,00:03:18,50.083429564418495,0
199,2021-1-29,00:03:19,50.06730464798167,0
200,2021-1-29,00:03:20,50.10087984500612,0
201,2021-1-29,00:03:21,50.09471208527578,0
202,2021-1-29,00:03:22,50.09353918080135,0
203,2021-1-29,00:03:23,50.10206814249433,0
204,2021-1-29,00:03:24,50.0803806863207,0
205,2021-1-29,00:03:25,50.092705359399424,0
206,2021-1-29,00:03:26,50.10604095251073,0
207,2021-1-29,00:03:27,50.119221823300826,0
208,2021-1-29,00:03:28,50.10638118655385,0
209,2021-1-29,00:03:29,50.12884464338553,0
210,2021-1-29,00:03:30,50.09729327368368,0
211,2021-1-29,00:03:31,50.10540751089122,0
212,2021-1-29,00:03:32,50.12151780199482,0
213,2021-1-29,00:03:33,50.105806591365024,0
214,2021-1-29,00:03:34,50.110109464759965,0
215,2021-1-29,00:03:35,50.120894886823386,0
216,2021-1-29,00:03:36,50.137559701248215,0
217,2021-1-29,00:03:37,50.128292720699925,0
218,2021-1-29,00:03:38,50.13171224603249,0
219,2021-1-29,00:03:39,50.13636420243765,0
220,2021-1-29,00:03:40,50.098869484066284,0
221,2021-1-29,00:03:41,50.13911638932537,0
222,2021-1-29,00:03:42,50.13395444720718,0
223,2021-1-29,00:03:43,50.12332420159243,0
224,2021-1-29,00:03:44,50.119405353718506,0
225,2021-1-29,00:03:45,50.14275234312596,0
226,2021-1-29,00:03:46,50.104672860786515,0
227,2021-1-29,00:03:47,50.10020578161395,0
228,2021-1-29,00:03:48,50.13288409003664,0
229,2021-1-29,00:03:49,50.115749349602076,0
230,2021-1-29,00:03:50,50.10987310135052,0
231,2021-1-29,00:03:51,50.13204300011875,0
232,2021-1-29,00:03:52,50.141345362058814,0
233,2021-1-29,00:03:53,50.109317502947185,0
234,2021-1-29,00:03:54,50.109692676903286,0
235,2021-1-29,00:03:55,50.138343395628844,0
236,2021-1-29,00:03:56,50.11320795271072,0
237,2021-1-29,00:03:57,50.127688642058764,0
238,2021-1-29,00:03:58,50.09268030741476,0
239,2021-1-29,00:03:59,50.12175880433288,0
240,2021-1-29,00:04:00,50.093462649291546,0
241,2021-1-29,00:04:01,50.09694792382899,0
242,2021-1-29,00:04:02,50.11388961144795,0
243,2021-1-29,00:04:03,50.12051783901682,0
244,2021-1-29,00:04:04,50.09478163694502,0
245,2021-1-29,00:04:05,50.11679646155393,0
246,2021-1-29,00:04:06,50.10262190364361,0
247,2021-1-29,00:04:07,50.0764466886393,0
248,2021-1-29,00:04:08,50.09307868415785,0
249,2021-1-29,00:04:09,50.076557184785415,0
250,2021-1-29,00:04:10,50.106114358528465,0
251,2021-1-29,00:04:11,50.093592698160776,0
252,2021-1-29,00:04:12,50.10747768996025,0
253,2021-1-29,00:04:13,50.1054696028137,0
254,2021-1-29,00:04:14,50.06014628147452,0
255,2021-1-29,00:04:15,50.06506295188169,0
256,2021-1-29,00:04:16,50.074724241655105,0
257,2021-1-29,00:04:17,50.07664993299324,0
258,2021-1-29,00:04:18,50.07617594997265,0
259,2021-1-29,00:04:19,50.06160257105583,0
260,2021-1-29,00:04:20,50.05877482380792,0
261,2021-1-29,00:04:21,50.07386737334306,0
262,2021-1-29,00:04:22,50.06307588467942,0
263,2021-1-29,00:04:23,50.034938076845776,0
264,2021-1-29,00:04:24,50.027142065479524,0
265,2021-1-29,00:04:25,50.054918557705186,0
266,2021-1-29,00:04:26,50.03124483630547,0
267,2021-1-29,00:04:27,50.054807331491475,0
268,2021-1-29,00:04:28,50.04097724909783,0
269,2021-1-29,00:04:29,50.00516341029475,0
270,2021-1-29,00:04:30,50.01247544351667,0
271,2021-1-29,00:04:31,49.99660778814651,0
272,2021-1-29,00:04:32,50.00324530397197,0
273,2021-1-29,00:04:33,50.03899250572437,0
274,2021-1-29,00:04:34,49.98838898692046,0
275,2021-1-29,00:04:35,49.99529570332399,0
276,2021-1-29,00:04:36,50.0002148227835,0
277,2021-1-29,00:04:37,50.01282090892022,0
278,2021-1-29,00:04:38,50.01881000243909,0
279,2021-1-29,00:04:39,49.98384663493084,0
280,2021-1-29,00:04:40,50.0014632841995,0
281,2021-1-29,00:04:41,49.98075582795904,0
282,2021-1-29,00:04:42,49.97020333309107,0
283,2021-1-29,00:04:43,49.95877245628551,0
284,2021-1-29,00:04:44,49.99468784322775,0
285,2021-1-29,00:04:45,49.974190401796555,0
286,2021-1-29,00:04:46,49.98158640623625,0
287,2021-1-29,00:04:47,49.94666254690381,0
288,2021-1-29,00:04:48,49.981415675423634,0
289,2021-1-29,00:04:49,49.968722434079204,0
290,2021-1-29,00:04:50,49.94752984920572,0
291,2021-1-29,00:04:51,49.95813304822881,0
292,2021-1-29,00:04:52,49.9683386146206,0
293,2021-1-29,00:04:53,49.960432093793656,0
294,2021-1-29,00:04:54,49.9485065768611,0
295,2021-1-29,00:04:55,49.96304668522439,0
296,2021-1-29,00:04:56,49.94929246650841,0
297,2021-1-29,00:04:57,49.939323177370056,0
298,2021-1-29,00:04:58,49.95017527650443,0
299,2021-1-29,00:04:59,49.94181753862441,0
300,2021-1-29,00:05:00,49.92565144764325,0
301,2021-1-29,00:05:01,49.91313422603393,0
302,2021-1-29,00:05:02,49.95199903389644,0
303,2021-1-29,00:05:03,49.938553739674205,0
304,2021-1-29,00:05:04,49.93249325998777,0
305,2021-1-29,00:05:05,49.94701341082274,0
306,2021-1-29,00:05:06,49.914076437467465,0
307,2021-1-29,00:05:07,49.90509215533748,0
308,2021-1-29,00:05:08,49.94996782263986,0
309,2021-1-29,00:05:09,49.91667563536047,0
310,2021-1-29,00:05:10,49.93053715914515,0
311,2021-1-29,00:05:11,49.94323495408528,0
312,2021-1-29,00:05:12,49.93717853148701,0
313,2021-1-29,00:05:13,49.94783278016465,0
314,2021-1-29,00:05:14,49.92198032615282,0
315,2021-1-29,00:05:15,49.92304193572675,0
316,2021-1-29,00:05:16,49.92775552992582,0
317,2021-1-29,00:05:17,49.90211353024509,0
318,2021-1-29,00:05:18,49.91742242900858,0
319,2021-1-29,00:05:19,49.93745850219282,0
320,2021-1-29,00:05:20,49.94743201627783,0
321,2021-1-29,00:05:21,49.938281444583836,0
322,2021-1-29,00:05:22,49.93183734027556,0
323,2021-1-29,00:05:23,49.926364350716426,0
324,2021-1-29,00:05:24,49.930574612712576,0
325,2021-1-29,00:05:25,49.9398875222604,0
326,2021-1-29,00:05:26,49.947293457879475,0
327,2021-1-29,00:05:27,49.936191890506635,0
328,2021-1-29,00:05:28,49.92066492777422,0
329,2021-1-29,00:05:29,49.956574376395345,0
330,2021-1-29,00:05:30,49.94862972967309,0
331,2021-1-29,00:05:31,49.93297590141848,0
332,2021-1-29,00:05:32,49.92621111500755,0
333,2021-1-29,00:05:33,49.966489012255316,0
334,2021-1-29,00:05:34,49.9265165463767,0
335,2021-1-29,00:05:35,49.94413978009897,0
336,2021-1-29,00:05:36,49.950774624477866,0
337,2021-1-29,00:05:37,49.97028464443036,0
338,2021-1-29,00:05:38,49.945600477771215,0
339,2021-1-29,00:05:39,49.97707802024985,0
340,2021-1-29,00:05:40,49.97376789308587,0
341,2021-1-29,00:05:41,49.955598637428444,0
342,2021-1-29,00:05:42,49.98667994623547,0
343,2021-1-29,00:05:43,49.95619124961686,0
344,2021-1-29,00:05:44,49.98667732283052,0
345,2021-1-29,00:05:45,49.955996688205474,0
346,2021-1-29,00:05:46,49.95824301138573,0
347,2021-1-29,00:05:47,49.98276108396124,0
348,2021-1-29,00:05:48,49.993069356994425,0
349,2021-1-29,00:05:49,49.96903146780795,0
350,2021-1-29,00:05:50,49.97168620167091,0
351,2021-1-29,00:05:51,50.010485884501115,0
352,2021-1-29,00:05:52,50.01965830259888,0
353,2021-1-29,00:05:53,49.98736299358772,0
354,2021-1-29,00:05:54,50.00123159755672,0
355,2021-1-29,00:05:55,49.98731731428298,0
356,2021-1-29,00:05:56,50.00278653206572,0
357,2021-1-29,00:05:57,50.00814338925975,0
358,2021-1-29,00:05:58,50.00758694653746,0
359,2021-1-29,00:05:59,50.028261505271644,0
360,2021-1-29,00:06:00,50.049254708447116,0
361,2021-1-29,00:06:01,50.01452545800903,0
362,2021-1-29,00:06:02,50.042254883123356,0
363,2021-1-29,00:06:03,50.025720291314656,0
364,2021-1-29,00:06:04,50.06273603066034,0
365,2021-1-29,00:06:05,50.02400257107958,0
366,2021-1-29,00:06:06,50.04719908871584,0
367,2021-1-29,00:06:07,50.02839911888857,0
368,2021-1-29,00:06:08,50.04808418861339,0
369,2021-1-29,00:06:09,50.039009711719764,0
370,2021-1-29,00:06:10,50.05488613659428,0
371,2021-1-29,00:06:11,50.04720274337057,0
372,2021-1-29,00:06:12,50.061487983975795,0
373,2021-1-29,00:06:13,50.08392906547934,0
374,2021-1-29,00:06:14,50.06656858119061,0
375,2021-1-29,00:06:15,50.05696330697168,0
376,2021-1-29,00:06:16,50.095102747357906,0
377,2021-1-29,00:06:17,50.10144742642755,0
378,2021-1-29,00:06:18,50.08620909808838,0
379,2021-1-29,00:06:19,50.10758047280127,0
380,2021-1-29,00:06:20,50.07956342370992,0
381,2021-1-29,00:06:21,50.08317347794051,0
382,2021-1-29,00:06:22,50.10386797336262,0
383,2021-1-29,00:06:23,50.08525524915888,0
384,2021-1-29,00:06:24,50.09339090944571,0
385,2021-1-29,00:06:25,50.12118208408456,0
386,2021-1-29,00:06:26,50.10732488520405,0
387,2021-1-29,00:06:27,50.10055857613784,0
388,2021-1-29,00:06:28,50.128021583259105,0
389,2021-1-29,00:06:29,50.08609367260963,0
390,2021-1-29,00:06:30,50.11269646001917,0
391,2021-1-29,00:06:31,50.11879869600377,0
392,2021-1-29,00:06:32,50.12948195222643,0
393,2021-1-29,00:06:33,50.10004465771602,0
394,2021-1-29,00:06:34,50.116057702964554,0
395,2021-1-29,00:06:35,50.10747071030217,0
396,2021-1-29,00:06:36,50.12678106345571,0
397,2021-1-29,00:06:37,50.14490151467846,0
398,2021-1-29,00:06:38,50.1348367966194,0
399,2021-1-29,00:06:39,50.11674475442483,0
400,2021-1-29,00:06:40,50.12687700966971,0
401,2021-1-29,00:06:41,50.11183769212289,0
402,2021-1-29,00:06:42,50.14131228567388,0
403,2021-1-29,00:06:43,50.13772632659297,0
404,2021-1-29,00:06:44,50.12376978389711,0
405,2021-1-29,00:06:45,50.137498286677086,0
406,2021-1-29,00:06:46,50.13529389077104,0
407,2021-1-29,00:06:47,50.12678257242469,0
408,2021-1-29,00:06:48,50.109822454993186,0
409,2021-1-29,00:06:49,50.108418839711,0
410,2021-1-29,00:06:50,50.13718731300744,0
411,2021-1-29,00:06:51,50.139325663337516,0
412,2021-1-29,00:06:52,50.12543467704875,0
413,2021-1-29,00:06:53,50.130063853435956,0
414,2021-1-29,00:06:54,50.140640597396136,0
415,2021-1-29,00:06:55,50.13244162067426,0
416,2021-1-29,00:06:56,50.09595615751749,0
417,2021-1-29,00:06:57,50.100857118780425,0
418,2021-1-29,00:06:58,50.13682609092782,0
419,2021-1-29,00:06:59,50.099318252513314,0
420,2021-1-29,00:07:00,50.113650875566066,0
421,2021-1-29,00:07:01,50.11827583745109,0
422,2021-1-29,00:07:02,50.11815163965201,0
423,2021-1-29,00:07:03,50.08176696401053,0
424,2021-1-29,00:07:04,50.116566671755635,0
425,2021-1-29,00:07:05,50.12103430104448,0
426,2021-1-29,00:07:06,50.08259196087932,0
427,2021-1-29,00:07:07,50.11430687155669,0
428,2021-1-29,00:07:08,50.075743960720665,0
429,2021-1-29,00:07:09,50.07155755280805,0
430,2021-1-29,00:07:10,50.09695763992087,0
431,2021-1-29,00:07:11,50.062511847377266,0
432,2021-1-29,00:07:12,50.071403308668515,0
433,2021-1-29,00:07:13,50.098671579549574,0
434,2021-1-29,00:07:14,50.05927135530544,0
435,2021-1-29,00:07:15,50.07401479069464,0
436,2021-1-29,00:07:16,50.05232151192035,0
437,2021-1-29,00:07:17,50.063655498022875,0
438,2021-1-29,00:07:18,50.085119987147635,0
439,2021-1-29,00:07:19,50.075270827921265,0
440,2021-1-29,00:07:20,50.052670434712965,0
441,2021-1-29,00:07:21,50.03291383217784,0
442,2021-1-29,00:07:22,50.06659968366806,0
443,2021-1-29,00:07:23,50.062299853855876,0
444,2021-1-29,00:07:24,50.05629454558309,0
445,2021-1-29,00:07:25,50.02633744108062,0
446,2021-1-29,00:07:26,50.04151539079809,0
447,2021-1-29,00:07:27,50.04798252112208,0
448,2021-1-29,00:07:28,50.03212722698204,0
449,2021-1-29,00:07:29,50.03657044084488,0
450,2021-1-29,00:07:30,50.03829897159974,0
451,2021-1-29,00:07:31,50.02966349314183,0
452,2021-1-29,00:07:32,50.009585049877785,0
453,2021-1-29,00:07:33,50.034896392389705,0
454,2021-1-29,00:07:34,50.02150633301856,0
455,2021-1-29,00:07:35,50.0325599370101,0
456,2021-1-29,00:07:36,50.002716347947704,0
457,2021-1-29,00:07:37,50.01121296806476,0
458,2021-1-29,00:07:38,49.978665615365834,0
459,2021-1-29,00:07:39,50.01496077193205,0
460,2021-1-29,00:07:40,49.97418254794096,0
461,2021-1-29,00:07:41,50.007561870498584,0
462,2021-1-29,00:07:42,49.96135830618129,0
463,2021-1-29,00:07:43,49.96869889227409,0
464,2021-1-29,00:07:44,49.998663667340566,0
465,2021-1-29,00:07:45,49.95165654354828,0
466,2021-1-29,00:07:46,49.99700495892863,0
467,2021-1-29,00:07:47,49.95008585008648,0
468,2021-1-29,00:07:48,49.97035147229202,0
469,2021-1-29,00:07:49,49.98834622251261,0
470,2021-1-29,00:07:50,49.95558380871389,0
471,2021-1-29,00:07:51,49.93651970106367,0
472,2021-1-29,00:07:52,49.97800956838125,0
473,2021-1-29,00:07:53,49.954346154165236,0
474,2021-1-29,00:07:54,49.947631916300566,0
475,2021-1-29,00:07:55,49.95278208128311,0
476,2021-1-29,00:07:56,49.94790105986214,0
477,2021-1-29,00:07:57,49.94883191672807,0
478,2021-1-29,00:07:58,49.955053649808015,0
479,2021-1-29,00:07:59,49.919515972070904,0
480,2021-1-29,00:08:00,49.9416786583603,0
481,2021-1-29,00:08:01,49.93100815623175,0
482,2021-1-29,00:08:02,49.91294202446111,0
483,2021-1-29,00:08:03,49.95579714702424,0
484,2021-1-29,00:08:04,49.91931332828865,0
485,2021-1-29,00:08:05,49.908786917297256,0
486,2021-1-29,00:08:06,49.93261229101769,0
487,2021-1-29,00:08:07,49.92078971755812,0
488,2021-1-29,00:08:08,49.92893333998256,0
489,2021-1-29,00:08:09,49.93307112432938,0
490,2021-1-29,00:08:10,49.916366731058424,0
491,2021-1-29,00:08:11,49.93380229485864,0
492,2021-1-29,00:08:12,49.903070353584624,0
493,2021-1-29,00:08:13,49.915002302615136,0
494,2021-1-29,00:08:14,49.93390341429234,0
495,2021-1-29,00:08:15,49.94169868081452,0
496,2021-1-29,00:08:16,49.903707178755965,0
497,2021-1-29,00:08:17,49.93362038833302,0
498,2021-1-29,00:08:18,49.928169849190226,0
499,2021-1-29,00:08:19,49.9238526785872,0
500,2021-1-29,00:08:20,49.90578484949737,0
501,2021-1-29,00:08:21,49.913272401668,0
502,2021-1-29,00:08:22,49.945233265355355,0
503,2021-1-29,00:08:23,49.91907357740704,0
504,2021-1-29,00:08:24,49.91036763407954,0
505,2021-1-29,00:08:25,49.91108312439931,0
506,2021-1-29,00:08:26,49.94307663130458,0
507,2021-1-29,00:08:27,49.94579397069308,0
508,2021-1-29,00:08:28,49.912562823710076,0
509,2021-1-29,00:08:29,49.924348753772456,0
510,2021-1-29,00:08:30,49.933637294412705,0
511,2021-1-29,00:08:31,49.93628111198346,0
512,2021-1-29,00:08:32,49.933593310707394,0
513,2021-1-29,00:08:33,49.93944086999043,0
514,2021-1-29,00:08:34,49.9544797592864,0
515,2021-1-29,00:08:35,49.95952208674174,0
516,2021-1-29,00:08:36,49.93270850714583,0
517,2021-1-29,00:08:37,49.96967494944697,0
518,2021-1-29,00:08:38,49.97143891970804,0
519,2021-1-29,00:08:39,49.98004248075534,0
520,2021-1-29,00:08:40,49.96212382704627,0
521,2021-1-29,00:08:41,49.9616432724022,0
522,2021-1-29,00:08:42,49.94345678937338,0
523,2021-1-29,00:08:43,49.95059875748921,0
524,2021-1-29,00:08:44,49.9567028454836,0
525,2021-1-29,00:08:45,49.99111688906377,0
526,2021-1-29,00:08:46,49.982984995057194,0
527,2021-1-29,00:08:47,49.96854713352234,0
528,2021-1-29,00:08:48,49.962083572384266,0
529,2021-1-29,00:08:49,49.968990004679576,0
530,2021-1-29,00:08:50,50.00938341711803,0
531,2021-1-29,00:08:51,49.97482164478644,0
532,2021-1-29,00:08:52,49.997590424965146,0
533,2021-1-29,00:08:53,50.010812356708115,0
534,2021-1-29,00:08:54,50.02230133536457,0
535,2021-1-29,00:08:55,49.99561824281899,0
536,2021-1-29,00:08:56,50.01698818947058,0
537,2021-1-29,00:08:57,50.01996169568654,0
538,2021-1-29,00:08:58,50.028828533471625,0
539,2021-1-29,00:08:59,50.02813892239159,0
540,2021-1-29,00:09:00,50.0375876495256,0
541,2021-1-29,00:09:01,50.035595367869064,0
542,2021-1-29,00:09:02,50.030350236461594,0
543,2021-1-29,00:09:03,50.022769889231796,0
544,2021-1-29,00:09:04,50.06379459533894,0
545,2021-1-29,00:09:05,50.02293255193892,0
546,2021-1-29,00:09:06,50.03666784184912,0
547,2021-1-29,00:09:07,50.031217009981724,0
548,2021-1-29,00:09:08,50.07407234467612,0
549,2021-1-29,00:09:09,50.05320243821348,0
550,2021-1-29,00:09:10,50.06763402632148,0
551,2021-1-29,00:09:11,50.06601703043138,0
552,2021-1-29,00:09:12,50.07402679138636,0
553,2021-1-29,00:09:13,50.05840909872246,0
554,2021-1-29,00:09:14,50.089014265891294,0
555,2021-1-29,00:09:15,50.07079605212215,0
556,2021-1-29,00:09:16,50.05836703778089,0
557,2021-1-29,00:09:17,50.06154113797775,0
